AERONET Data Download (Version 3 Direct Sun and Inversion Algorithms)
AERONET Version 3
Sao_Paulo
Version 3: Almucantar Level 1.5 Inversion
The following data are cloud cleared and quality controls have been applied but these data may not have final calibration applied.  These data may change.
All Points,Contact: PI=Paulo_Artaxo; PI Email=artaxo@if.usp.br 
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),Absorption_AOD[440nm],Absorption_AOD[675nm],Absorption_AOD[870nm],Absorption_AOD[1020nm],Absorption_Angstrom_Exponent_440-870nm,Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
Sao_Paulo,18:07:2024,11:04:34,200,200.461505,0.026853,0.019597,0.016518,0.013843,0.715471,74.445468,75.030004,2.595056,0.011312,0.168708,4,10,7,6,4,10,7,6,4,10,7,6,4,9,3,6,0.055850,0.110160,0.211320,0.218320,0,0,18:09:2024,03:17:44,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,18:07:2024,11:41:50,200,200.487384,0.024913,0.012931,0.012664,0.011427,1.049418,67.405401,67.955087,0.894859,0.004763,0.142179,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.052720,0.103270,0.196570,0.204900,0,0,18:09:2024,03:22:27,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,18:07:2024,12:25:22,200,200.517616,0.028485,0.016287,0.016458,0.013617,0.857500,59.854385,60.345844,1.035494,0.014362,0.151840,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.050540,0.098450,0.186080,0.195460,0,0,18:09:2024,03:26:43,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,18:07:2024,13:25:37,200,200.559456,0.033389,0.018663,0.016087,0.014608,1.101678,51.195231,51.562461,2.510280,0.051341,0.160037,3,10,8,4,3,10,6,4,3,10,6,4,3,10,6,4,0.048980,0.094930,0.178210,0.188530,0,0,18:09:2024,03:08:53,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,19:07:2024,11:39:48,201,201.485972,0.001244,0.000778,0.000584,0.000486,1.108227,67.676628,68.229733,35.843824,0.880554,0.274760,1,6,7,6,4,4,1,2,2,7,1,1,3,6,1,1,0.054330,0.106670,0.200540,0.209120,0,0,17:09:2024,18:26:19,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,19:07:2024,13:25:35,201,201.559433,0.037332,0.020725,0.019517,0.015146,0.996088,51.050215,51.418959,1.964237,0.028624,0.296921,3,10,8,4,3,10,7,4,3,10,7,4,3,10,7,4,0.049920,0.096950,0.179920,0.190650,0,0,17:09:2024,18:29:56,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,19:07:2024,14:25:04,201,201.600741,0.042342,0.014300,0.012185,0.011206,1.902046,45.573170,45.755543,2.058839,0.067469,0.268221,4,10,8,3,4,10,8,3,4,10,8,3,4,10,8,3,0.049160,0.095250,0.176170,0.187330,0,0,17:09:2024,18:33:43,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,19:07:2024,19:11:22,201,201.799560,0.041615,0.022597,0.020425,0.017932,1.084447,73.410022,72.830651,0.780937,0.003753,0.253904,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.057470,0.112960,0.212450,0.218020,0,0,17:09:2024,18:38:20,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,19:07:2024,19:29:26,201,201.812106,0.040362,0.023237,0.021980,0.019221,0.933575,76.948469,76.355448,1.060650,0.004062,0.261429,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,5,0.059880,0.118030,0.222570,0.226690,0,0,17:09:2024,18:21:14,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,20:07:2024,13:25:37,202,202.559456,0.048431,0.031824,0.021595,0.016341,1.163833,50.891200,51.261306,5.041831,0.222037,0.257837,3,10,8,4,3,8,2,4,3,3,4,4,3,8,1,4,0.049890,0.096890,0.179810,0.190540,0,0,17:09:2024,10:23:48,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,20:07:2024,18:24:34,202,202.767060,0.031935,0.018750,0.016704,0.013696,0.981706,64.570924,64.039499,1.664020,0.054490,0.137443,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.053360,0.104230,0.194800,0.202830,0,0,17:09:2024,10:05:16,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,20:07:2024,19:11:23,202,202.799572,0.021260,0.013249,0.010299,0.008793,1.067906,73.297189,72.716777,17.016583,0.099886,0.145939,4,10,7,5,4,10,7,6,4,10,7,6,4,10,7,5,0.057380,0.112800,0.212140,0.217770,0,0,17:09:2024,10:08:39,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,20:07:2024,19:29:05,202,202.811863,0.033296,0.014519,0.012255,0.010662,1.516225,76.769057,76.175279,1.947695,0.015213,0.155686,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.059680,0.117670,0.221930,0.226200,0,0,17:09:2024,10:10:52,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,21:07:2024,11:38:46,203,203.485255,0.016018,0.010073,0.007878,0.006782,1.045799,67.650461,68.207130,3.285196,0.018438,0.278868,4,10,7,6,2,6,7,6,3,5,5,6,1,6,6,4,0.054320,0.106650,0.200500,0.209080,0,0,21:07:2024,12:38:46,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,21:07:2024,12:25:21,203,203.517604,0.024477,0.012964,0.011186,0.011087,1.184303,59.479269,59.974909,2.894716,0.082180,0.235743,3,11,7,5,3,6,8,5,3,7,6,5,3,10,8,5,0.051660,0.100800,0.188190,0.197970,0,0,17:09:2024,02:48:51,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,21:07:2024,13:25:33,203,203.559410,0.030421,0.018045,0.016351,0.012748,0.943453,50.738560,51.110305,1.776130,0.012897,0.220500,3,10,8,4,3,10,7,4,3,10,7,4,3,10,8,4,0.049870,0.096840,0.179690,0.190440,0,0,17:09:2024,02:53:12,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,21:07:2024,14:25:00,203,203.600694,0.032242,0.020255,0.017965,0.014849,0.882109,45.210734,45.395366,1.981557,0.017123,0.201346,4,10,8,3,4,10,8,3,4,10,8,3,4,10,8,3,0.049110,0.095150,0.175950,0.187150,0,0,17:09:2024,02:57:13,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,21:07:2024,19:11:26,203,203.799606,0.034424,0.021602,0.016896,0.014397,1.048994,73.189604,72.608086,13.467890,0.060249,0.264689,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.057320,0.112660,0.211870,0.217530,0,0,17:09:2024,02:40:21,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,21:07:2024,19:29:11,203,203.811933,0.033185,0.023157,0.020521,0.017694,0.719506,76.677758,76.082888,1.323796,0.004580,0.268422,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.059610,0.117530,0.221650,0.225960,0,0,17:09:2024,02:42:41,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,22:07:2024,11:02:44,204,204.460231,0.029478,0.016095,0.014171,0.012442,1.110351,74.425794,75.016125,1.128340,0.007701,0.170350,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,5,0.057720,0.114090,0.215930,0.223180,0,0,16:09:2024,19:46:08,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,22:07:2024,11:38:23,204,204.484988,0.032378,0.016756,0.015061,0.013447,1.166723,67.605865,68.164198,1.011850,0.007084,0.169484,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.054310,0.106620,0.200430,0.209010,0,0,16:09:2024,19:50:46,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,22:07:2024,12:25:36,204,204.517778,0.035331,0.015584,0.015637,0.014531,1.271201,59.301337,59.798010,1.627640,0.014912,0.161111,3,11,7,5,3,11,7,5,3,10,8,5,3,10,8,5,0.051600,0.100670,0.187950,0.197780,0,0,16:09:2024,19:22:33,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,22:07:2024,13:25:56,204,204.559676,0.057743,0.028723,0.022932,0.021109,1.384102,50.524847,50.897086,1.741153,0.021851,0.195301,3,10,8,4,3,10,7,4,3,10,7,4,3,10,8,4,0.049830,0.096760,0.179520,0.190300,0,0,16:09:2024,19:28:17,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,22:07:2024,14:25:08,204,204.600787,0.052752,0.032348,0.025110,0.021280,1.094920,45.010570,45.195712,4.331822,0.196937,0.169571,4,10,8,3,4,10,8,3,4,10,8,3,4,10,8,3,0.049090,0.095100,0.175840,0.187050,0,0,16:09:2024,19:32:46,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,22:07:2024,19:11:45,204,204.799826,0.041514,0.023039,0.018577,0.016616,1.200500,73.132813,72.549934,7.008236,0.017920,0.209806,4,10,7,6,4,10,7,5,4,10,7,6,4,10,7,5,0.057360,0.112700,0.211870,0.217410,0,0,16:09:2024,19:39:14,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,22:07:2024,19:30:46,204,204.813032,0.037148,0.023189,0.020110,0.017936,0.921564,76.880992,76.284015,1.481841,0.052050,0.204206,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,5,0.059770,0.117860,0.222310,0.226500,0,0,16:09:2024,19:41:32,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,23:07:2024,11:02:24,205,205.460000,0.011406,0.007441,0.008273,0.007468,0.526526,74.385282,74.977006,0.850307,0.007139,0.057712,4,10,7,6,4,10,7,6,4,10,6,6,4,10,6,5,0.057700,0.114050,0.215870,0.223080,0,0,16:09:2024,13:05:34,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,23:07:2024,11:37:39,205,205.484479,0.017261,0.009302,0.009829,0.008907,0.891160,67.621823,68.182200,1.046570,0.010957,0.066838,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.054310,0.106640,0.200470,0.209040,0,0,16:09:2024,13:10:16,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,23:07:2024,12:25:30,205,205.517708,0.034981,0.017398,0.015939,0.013870,1.203597,59.175685,59.673972,1.169891,0.024763,0.111095,4,10,7,5,3,11,7,5,3,11,7,5,3,10,8,5,0.051570,0.100620,0.187830,0.197650,0,0,16:09:2024,13:14:50,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,23:07:2024,13:25:35,205,205.559433,0.037392,0.021046,0.016818,0.014949,1.190349,50.395516,50.770165,5.014176,0.262110,0.111430,3,10,8,4,3,10,7,4,3,10,7,4,3,10,8,4,0.049810,0.096720,0.179430,0.190210,0,0,16:09:2024,13:18:47,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,23:07:2024,14:25:00,205,205.600694,0.047897,0.022011,0.020973,0.019173,1.275213,44.820478,45.007108,1.604385,0.041546,0.144799,4,10,8,3,4,10,8,3,4,10,8,3,4,10,8,3,0.049070,0.095050,0.175730,0.186960,0,0,16:09:2024,13:00:56,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,23:07:2024,19:12:03,205,205.800035,0.024725,0.015506,0.012686,0.011232,0.990870,73.071967,72.487709,13.098761,0.085476,0.140072,4,10,7,6,4,10,7,4,4,10,7,4,4,10,7,3,0.057250,0.112520,0.211580,0.217270,0,0,16:09:2024,13:02:24,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,24:07:2024,13:25:55,206,206.559664,0.047580,0.030035,0.025278,0.022064,0.943503,50.176138,50.551445,3.156425,0.360570,0.196634,3,10,8,4,3,10,7,4,3,10,7,2,3,10,8,4,0.049780,0.096640,0.179260,0.190070,0,0,16:09:2024,06:57:39,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,24:07:2024,19:12:40,206,206.800463,0.045348,0.016918,0.011814,0.010057,2.008396,73.072358,72.486432,11.359674,0.146858,0.220475,4,10,7,6,2,9,7,6,2,9,4,5,4,4,4,4,0.057250,0.112520,0.211580,0.217270,0,0,16:09:2024,06:59:58,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,25:07:2024,11:02:31,207,207.460081,0.041847,0.019860,0.017300,0.014953,1.342861,74.136011,74.729992,1.487201,0.005029,0.189798,4,10,7,6,4,10,7,6,4,10,7,5,4,10,7,5,0.057540,0.113690,0.215100,0.222460,0,0,16:09:2024,06:51:42,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,25:07:2024,11:37:18,207,207.484236,0.046396,0.021572,0.019461,0.016935,1.328816,67.432025,67.995370,1.522736,0.034477,0.201026,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.054210,0.106430,0.200060,0.208730,0,0,16:09:2024,06:56:11,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,25:07:2024,12:25:12,207,207.517500,0.044606,0.024701,0.019522,0.017051,1.230223,58.925504,59.427236,3.810477,0.271444,0.194326,4,10,7,5,4,10,7,5,3,11,7,5,3,10,8,5,0.051500,0.100460,0.187510,0.197400,0,0,16:09:2024,07:00:31,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,25:07:2024,13:25:37,207,207.559456,0.045157,0.025903,0.020696,0.017875,1.161007,50.029584,50.407208,3.623794,0.135170,0.181956,3,10,8,4,3,10,7,4,3,10,8,4,3,10,8,4,0.049750,0.096590,0.179150,0.189980,0,0,16:09:2024,07:04:36,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,25:07:2024,14:25:02,207,207.600718,0.042195,0.027831,0.023550,0.021012,0.867989,44.404768,44.593247,5.405026,0.229431,0.171064,4,10,8,3,4,10,8,3,4,10,8,3,4,10,8,3,0.049020,0.094940,0.175500,0.186760,0,0,16:09:2024,07:08:54,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,26:07:2024,14:25:08,208,208.600787,0.072142,0.038751,0.031200,0.027297,1.253302,44.183169,44.372248,4.853430,0.388363,0.326298,4,10,8,3,4,10,8,2,4,10,8,2,4,10,8,2,0.049000,0.094890,0.175370,0.186660,0,0,15:09:2024,23:35:08,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,26:07:2024,18:24:36,208,208.767083,0.117850,0.041943,0.028522,0.023879,2.116691,63.742859,63.203510,5.825507,0.066405,0.693930,3,10,7,5,3,10,7,4,2,10,3,3,3,10,1,2,0.053070,0.103610,0.193530,0.201740,0,0,15:09:2024,23:38:26,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,28:07:2024,10:59:19,210,210.457859,0.052120,0.024615,0.020393,0.017863,1.416365,74.398912,74.998783,1.481861,0.006339,0.327882,4,10,6,6,4,10,7,6,4,10,7,6,4,10,7,6,0.059230,0.117190,0.219070,0.226220,0,0,15:09:2024,10:15:32,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,28:07:2024,11:34:19,210,210.482164,0.050393,0.025442,0.020848,0.018666,1.326770,67.577129,68.147508,1.984116,0.124454,0.314009,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.055510,0.108940,0.202630,0.211150,0,0,15:09:2024,09:58:28,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,28:07:2024,12:25:10,210,210.517477,0.049699,0.024452,0.019997,0.018015,1.369623,58.442525,58.948916,2.422628,0.169838,0.327535,4,10,7,5,4,10,7,5,4,10,7,5,3,11,7,5,0.052300,0.101810,0.188350,0.198240,0,0,15:09:2024,10:05:25,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,28:07:2024,13:25:26,210,210.559329,0.043505,0.027811,0.022994,0.020325,0.947202,49.468163,49.850984,5.347041,0.275193,0.283555,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.050370,0.097510,0.179540,0.190390,0,0,15:09:2024,10:09:07,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,28:07:2024,14:25:08,210,210.600787,0.051114,0.028861,0.025385,0.022842,1.059377,43.735211,43.926217,2.019565,0.084388,0.322169,4,10,8,3,4,10,8,3,4,10,8,3,4,10,8,3,0.049550,0.095650,0.175650,0.186940,0,0,15:09:2024,10:13:08,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,28:07:2024,19:34:34,210,210.815671,0.027319,0.018342,0.014683,0.012787,0.913187,76.964108,76.357830,14.331333,0.233276,0.366040,4,10,7,5,4,9,6,3,4,6,5,3,4,5,1,4,0.061530,0.121520,0.226110,0.230020,0,0,15:09:2024,10:15:10,1120,-23.561500,-46.734983,786.000000,lev15,Almucantar
